policy_number,spcode,product_code,initial_policy,commencement_year,commencement_month,ifrs17_group,age_at_entry,gender,main_member_age_at_entry,main_member_gender,sum_assured,annual_premium,premium_status,premium_pattern,waiting_period,duration_in_force_months,sum_assured_escalation,premium_escalation,interest_percentage,income,education_level,socio_economic_class,occupational_class,smoker_status,select_period,current_loan,premium_frequency,premium_rate,temporary_premium_waiver_indicator,temporary_premium_waiver_month_exit,distribution,tax_class,education,plan,continuity_or_premium_waiver_option,premium_waiver_indicator,commission_type,cashback_indicator,funeral_service_indicator,repatriation,tombstone,cow_benefit,educator_option,paidup_option,paidup_indicator,member_type,term,original_term,outstanding_term_months,food,cashback_option,premium_holiday_used,disability_definition,deferred_period
1107835,4,FUN_01,1,2021,12,4,25,F,27,M,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,1116,0,0,0,0,0,0,0
1107835,4,FUN_01,1,2021,12,4,3,M,27,M,2500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1107840,4,FUN_01,1,2021,12,4,25,M,25,M,12500,564,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1104,0,0,0,0,0,0,0
1107844,4,FUN_01,1,2021,12,4,63,F,63,F,50000,1380,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,660,0,0,0,0,0,0,0
1107847,4,FUN_01,1,2021,12,4,63,F,63,F,12500,1788,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,648,0,0,0,0,0,0,0
1107847,4,FUN_01,1,2021,12,4,82,F,63,F,10000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,420,0,0,0,0,0,0,0
1107849,4,FUN_01,1,2021,12,4,61,M,61,M,50000,3852,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,672,0,0,0,0,0,0,0
1107849,4,FUN_01,1,2021,12,4,53,F,61,M,50000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,768,0,0,0,0,0,0,0
1107849,4,FUN_01,1,2021,12,4,71,F,61,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,PAR,564,0,0,0,0,0,0,0
1107855,4,FUN_01,1,2021,12,4,61,M,61,M,12500,564,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,684,0,0,0,0,0,0,0
1107856,4,FUN_01,1,2021,12,4,52,F,52,F,25000,1152,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,780,0,0,0,0,0,0,0
1107857,4,FUN_01,1,2021,12,4,52,F,52,F,7000,732,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,1,0,0,0,0,0,MM,780,0,0,0,0,0,0,0
1107857,4,FUN_01,1,2021,12,4,54,M,52,F,7000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,768,0,0,0,0,0,0,0
1107859,4,FUN_01,1,2021,12,4,40,F,40,F,25000,2460,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,936,0,0,0,0,0,0,0
1107859,4,FUN_01,1,2021,12,4,20,F,40,F,15000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,24,0,0,0,0,0,0,0
1107859,4,FUN_01,1,2021,12,4,5,F,40,F,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1107859,4,FUN_01,1,2021,12,4,76,F,40,F,10000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,492,0,0,0,0,0,0,0
1107860,4,FUN_01,1,2021,12,4,60,M,60,M,50000,1380,0,1,6,33,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,696,0,0,0,0,0,0,0
1107862,4,FUN_01,1,2021,12,4,25,M,25,M,7000,876,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,1,0,0,0,0,0,MM,1104,0,0,0,0,0,0,0
1107862,4,FUN_01,1,2021,12,4,20,F,25,M,7000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,1,0,0,0,0,0,SP,1176,0,0,0,0,0,0,0
1107862,4,FUN_01,1,2021,12,4,18,M,25,M,2500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,264,0,0,0,0,0,0,0
1107864,4,FUN_01,1,2021,12,4,55,F,55,F,12500,720,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,MM,744,0,0,0,0,0,0,0
1107865,4,FUN_01,1,2021,12,4,50,F,50,F,12500,1284,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,804,0,0,0,0,0,0,0
1107865,4,FUN_01,1,2021,12,4,76,M,50,F,3000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,492,0,0,0,0,0,0,0
1107867,4,FUN_01,1,2021,12,4,32,M,32,M,12500,720,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,MM,1032,0,0,0,0,0,0,0
1107869,4,FUN_01,1,2021,12,4,36,F,36,F,7000,1752,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,972,0,0,0,0,0,0,0
1107869,4,FUN_01,1,2021,12,4,15,F,36,F,5000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,84,0,0,0,0,0,0,0
1107869,4,FUN_01,1,2021,12,4,7,M,36,F,3500,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,192,0,0,0,0,0,0,0
1107869,4,FUN_01,1,2021,12,4,69,M,36,F,7000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,588,0,0,0,0,0,0,0
1107869,4,FUN_01,1,2021,12,4,59,F,36,F,7000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,696,0,0,0,0,0,0,0
1107873,4,FUN_01,1,2021,12,4,24,F,24,F,12500,876,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,MM,1116,0,0,0,0,0,0,0
1107874,4,FUN_01,1,2021,12,4,35,F,35,F,50000,4044,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,1,0,0,0,0,0,0,0,MM,984,0,0,0,1,0,0,0
1107874,4,FUN_01,1,2021,12,4,31,M,35,F,50000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,1032,0,0,0,0,0,0,0
1107874,4,FUN_01,1,2021,12,4,14,F,35,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1107874,4,FUN_01,1,2021,12,4,3,M,35,F,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,240,0,0,0,0,0,0,0
1107875,4,FUN_01,1,2021,12,4,51,F,51,F,50000,2652,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,792,0,0,0,0,0,0,0
1107875,4,FUN_01,1,2021,12,4,18,F,51,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,48,0,0,0,0,0,0,0
1107876,4,FUN_01,1,2021,12,4,56,M,56,M,50000,1380,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,732,0,0,0,0,0,0,0
1107877,4,FUN_01,1,2021,12,4,32,M,32,M,12500,1320,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,1,0,0,0,0,0,0,0,MM,1020,0,0,0,1,0,0,0
1107877,4,FUN_01,1,2021,12,4,31,F,32,M,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,1032,0,0,0,0,0,0,0
1107877,4,FUN_01,1,2021,12,4,9,M,32,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,156,0,0,0,0,0,0,0
1107877,4,FUN_01,1,2021,12,4,6,F,32,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,192,0,0,0,0,0,0,0
1107880,4,FUN_01,1,2021,12,4,45,F,45,F,50000,2340,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,876,0,0,0,0,0,0,0
1107880,4,FUN_01,1,2021,12,4,39,F,45,F,50000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,936,0,0,0,0,0,0,0
1107880,4,FUN_01,1,2021,12,4,21,F,45,F,25000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,12,0,0,0,0,0,0,0
1107880,4,FUN_01,1,2021,12,4,15,F,45,F,25000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1107882,4,FUN_01,1,2021,12,4,41,F,41,F,7000,744,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,912,0,0,0,0,0,0,0
1107882,4,FUN_01,1,2021,12,4,21,F,41,F,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,12,0,0,0,0,0,0,0
1107882,4,FUN_01,1,2021,12,4,12,F,41,F,3500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,120,0,0,0,0,0,0,0
1107883,4,FUN_01,1,2021,12,4,63,M,63,M,7000,516,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,648,0,0,0,0,0,0,0
1107885,4,FUN_01,1,2021,12,4,41,F,41,F,25000,1740,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,912,0,0,0,0,0,0,0
1107885,4,FUN_01,1,2021,12,4,35,F,41,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,SP,984,0,0,0,0,0,0,0
1107889,4,FUN_01,1,2021,12,4,62,F,62,F,50000,1380,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,660,0,0,0,0,0,0,0
1107891,4,FUN_01,1,2021,12,4,37,F,37,F,12500,2928,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,960,0,0,0,0,0,0,0
1107891,4,FUN_01,1,2021,12,4,10,F,37,F,6000,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,CH,144,0,0,0,0,0,0,0
1107891,4,FUN_01,1,2021,12,4,1,M,37,F,2500,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,CH,252,0,0,0,0,0,0,0
1107891,4,FUN_01,1,2021,12,4,73,M,37,F,10000,0,0,1,9,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,PAR,540,0,0,0,0,0,0,0
1107893,4,FUN_01,1,2021,12,4,60,F,60,F,50000,1380,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,684,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,41,F,41,F,50000,4500,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,912,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,43,M,41,F,50000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,888,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,15,M,41,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,84,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,12,F,41,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,120,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,44,M,41,F,15000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,PAR,876,0,0,0,0,0,0,0
1107896,4,FUN_01,1,2021,12,4,79,M,41,F,15000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,PAR,468,0,0,0,0,0,0,0
1107897,4,FUN_01,1,2021,12,4,42,F,42,F,50000,2340,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,900,0,0,0,0,0,0,0
1107897,4,FUN_01,1,2021,12,4,45,F,42,F,50000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,876,0,0,0,0,0,0,0
1107897,4,FUN_01,1,2021,12,4,20,F,42,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
1107897,4,FUN_01,1,2021,12,4,18,M,42,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,60,0,0,0,0,0,0,0
1107898,4,FUN_01,1,2021,12,4,46,M,46,M,7000,1128,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,864,0,0,0,0,0,0,0
1107898,4,FUN_01,1,2021,12,4,39,M,46,M,7000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,948,0,0,0,0,0,0,0
1107898,4,FUN_01,1,2021,12,4,17,F,46,M,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,60,0,0,0,0,0,0,0
1107898,4,FUN_01,1,2021,12,4,15,M,46,M,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1107898,4,FUN_01,1,2021,12,4,70,F,46,M,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,564,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,42,F,42,F,50000,6288,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,1,0,0,0,0,0,0,0,MM,900,0,0,0,1,0,0,0
1107899,4,FUN_01,1,2021,12,4,49,M,42,F,50000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,828,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,21,M,42,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,12,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,20,M,42,F,25000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,24,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,3,M,42,F,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,75,F,42,F,15000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,PAR,504,0,0,0,0,0,0,0
1107899,4,FUN_01,1,2021,12,4,80,F,42,F,15000,0,0,1,9,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,PAR,456,0,0,0,0,0,0,0
1107900,4,FUN_01,1,2021,12,4,58,F,58,F,7000,900,0,1,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,744,0,0,0,0,0,0,0
1107900,4,FUN_01,1,2021,12,4,15,M,58,F,5000,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,CH,120,0,0,0,0,0,0,0
1107901,4,FUN_01,1,2021,12,4,21,F,21,F,7000,1380,0,1,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,1188,0,0,0,0,0,0,0
1107901,4,FUN_01,1,2021,12,4,70,M,21,F,3000,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,PAR,600,0,0,0,0,0,0,0
1107902,4,FUN_01,1,2021,12,4,31,F,31,F,12500,1380,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,MM,1044,0,0,0,0,0,0,0
1107902,4,FUN_01,1,2021,12,4,3,M,31,F,2500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1107904,4,FUN_01,1,2021,12,4,57,M,57,M,12500,720,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,720,0,0,0,0,0,0,0
1107905,4,FUN_01,1,2021,12,4,28,M,28,M,12500,1068,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1080,0,0,0,0,0,0,0
1107905,4,FUN_01,1,2021,12,4,28,F,28,M,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,1068,0,0,0,0,0,0,0
1107905,4,FUN_01,1,2021,12,4,8,M,28,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,168,0,0,0,0,0,0,0
1107905,4,FUN_01,1,2021,12,4,4,M,28,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1107909,4,FUN_01,1,2021,12,4,53,F,53,F,12500,1692,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,MM,768,0,0,0,0,0,0,0
1107909,4,FUN_01,1,2021,12,4,56,M,53,F,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,SP,744,0,0,0,0,0,0,0
1107925,4,FUN_01,1,2021,12,4,28,F,28,F,7000,588,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1068,0,0,0,0,0,0,0
1107925,4,FUN_01,1,2021,12,4,29,M,28,F,7000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,1056,0,0,0,0,0,0,0
1107925,4,FUN_01,1,2021,12,4,4,F,28,F,2500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1107925,4,FUN_01,1,2021,12,4,7,M,28,F,3500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,180,0,0,0,0,0,0,0
1107932,4,FUN_01,1,2021,12,4,31,M,31,M,12500,3348,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1032,0,0,0,0,0,0,0
1107932,4,FUN_01,1,2021,12,4,60,F,31,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,696,0,0,0,0,0,0,0
1107932,4,FUN_01,1,2021,12,4,72,M,31,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,552,0,0,0,0,0,0,0
1107932,4,FUN_01,1,2021,12,4,31,F,31,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,EXT,1032,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,45,M,45,M,12500,2508,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,864,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,38,F,45,M,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,948,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,5,F,45,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,4,F,45,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,15,F,45,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,84,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,10,F,45,M,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,144,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,69,M,45,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,576,0,0,0,0,0,0,0
1107937,4,FUN_01,1,2021,12,4,70,F,45,M,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,576,0,0,0,0,0,0,0
1107939,4,FUN_01,1,2021,12,4,37,F,37,F,12500,1644,0,1,6,33,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,960,0,0,0,0,0,0,0
1107939,4,FUN_01,1,2021,12,4,33,M,37,F,5000,0,0,1,6,33,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,EXT,1008,0,0,0,0,0,0,0
1107940,4,FUN_01,1,2021,12,4,20,F,20,F,7000,360,0,1,6,33,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1164,0,0,0,0,0,0,0
1107952,4,FUN_01,1,2021,12,4,29,M,29,M,7000,360,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1056,0,0,0,0,0,0,0
1107957,4,FUN_01,1,2021,12,4,36,F,36,F,12500,1224,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,972,0,0,0,0,0,0,0
1107957,4,FUN_01,1,2021,12,4,38,M,36,F,12500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,960,0,0,0,0,0,0,0
1107957,4,FUN_01,1,2021,12,4,21,M,36,F,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,24,0,0,0,0,0,0,0
1107957,4,FUN_01,1,2021,12,4,19,M,36,F,10000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
